[DEBUG] 2019-10-06 16:54:06.248 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2019-10-06 16:54:06.272 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2019-10-06 16:54:06.286 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2019-10-06 16:54:06.565 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2019-10-06 16:54:06.571 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2019-10-06 16:54:07.127 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2019-10-06 16:54:07.130 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2019-10-06 16:54:07.137 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2019-10-06 16:54:07.667 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2019-10-06 16:54:07.704 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2019-10-06 16:54:07.706 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2019-10-06 16:54:07.823 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@49c675f0
[DEBUG] 2019-10-06 16:54:07.826 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@7979b8b7
[DEBUG] 2019-10-06 16:54:07.826 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@7979b8b7
[DEBUG] 2019-10-06 16:54:07.829 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@24e83d19
[DEBUG] 2019-10-06 16:54:07.830 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@24e83d19
[DEBUG] 2019-10-06 16:54:07.842 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@35267fd4
[DEBUG] 2019-10-06 16:54:07.842 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@35267fd4
[DEBUG] 2019-10-06 16:54:07.846 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@7661b5a
[DEBUG] 2019-10-06 16:54:07.846 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@7661b5a
[DEBUG] 2019-10-06 16:54:07.850 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@1f0b3cfe
[DEBUG] 2019-10-06 16:54:07.850 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@1f0b3cfe
[DEBUG] 2019-10-06 16:54:07.852 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@312b34e3
[DEBUG] 2019-10-06 16:54:07.853 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@312b34e3
[DEBUG] 2019-10-06 16:54:07.855 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@36417a54
[DEBUG] 2019-10-06 16:54:07.855 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@36417a54
[DEBUG] 2019-10-06 16:54:07.856 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@1e0895f5
[DEBUG] 2019-10-06 16:54:07.856 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@1e0895f5
[DEBUG] 2019-10-06 16:54:07.857 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@4b6d92e
[DEBUG] 2019-10-06 16:54:07.857 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@4b6d92e
[DEBUG] 2019-10-06 16:54:07.858 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@4b6d92e
[DEBUG] 2019-10-06 16:54:07.859 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@1bc0d349
[DEBUG] 2019-10-06 16:54:07.860 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@62e93c3a
[DEBUG] 2019-10-06 16:54:07.861 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@62e93c3a
[DEBUG] 2019-10-06 16:54:07.861 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@62e93c3a
[DEBUG] 2019-10-06 16:54:07.862 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@20cece0b
[DEBUG] 2019-10-06 16:54:07.863 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@73c9e8e8
[DEBUG] 2019-10-06 16:54:07.863 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@73c9e8e8
[DEBUG] 2019-10-06 16:54:07.870 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@58ff8d79
[DEBUG] 2019-10-06 16:54:07.870 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@58ff8d79
[DEBUG] 2019-10-06 16:54:07.871 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@62db3891
[DEBUG] 2019-10-06 16:54:07.871 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@62db3891
[DEBUG] 2019-10-06 16:54:07.872 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@546e61d5
[DEBUG] 2019-10-06 16:54:07.872 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@546e61d5
[DEBUG] 2019-10-06 16:54:07.873 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@2819c460
[DEBUG] 2019-10-06 16:54:07.873 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@2819c460
[DEBUG] 2019-10-06 16:54:07.874 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@78d6447a
[DEBUG] 2019-10-06 16:54:07.875 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@6a472566
[DEBUG] 2019-10-06 16:54:07.875 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@6a472566
[DEBUG] 2019-10-06 16:54:07.876 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@6a472566
[DEBUG] 2019-10-06 16:54:07.880 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@5633ed82
[DEBUG] 2019-10-06 16:54:07.881 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@5633ed82
[DEBUG] 2019-10-06 16:54:07.881 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@5633ed82
[DEBUG] 2019-10-06 16:54:07.882 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@277bf091
[DEBUG] 2019-10-06 16:54:07.882 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@1dba4e06
[DEBUG] 2019-10-06 16:54:07.883 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@587a1cfb
[DEBUG] 2019-10-06 16:54:07.883 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@587a1cfb
[DEBUG] 2019-10-06 16:54:07.884 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@587a1cfb
[DEBUG] 2019-10-06 16:54:07.885 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@5c77ba8f
[DEBUG] 2019-10-06 16:54:07.885 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@5c77ba8f
[DEBUG] 2019-10-06 16:54:07.885 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@5c77ba8f
[DEBUG] 2019-10-06 16:54:07.886 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@7add323c
[DEBUG] 2019-10-06 16:54:07.886 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@35c12c7a
[DEBUG] 2019-10-06 16:54:07.888 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@22a736d7
[DEBUG] 2019-10-06 16:54:07.888 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@22a736d7
[DEBUG] 2019-10-06 16:54:07.888 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@5d43409a
[DEBUG] 2019-10-06 16:54:07.890 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@7b6860f9
[DEBUG] 2019-10-06 16:54:07.890 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@7b6860f9
[DEBUG] 2019-10-06 16:54:07.892 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@433348bc
[DEBUG] 2019-10-06 16:54:07.892 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@433348bc
[DEBUG] 2019-10-06 16:54:07.892 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@26dc9bd5
[DEBUG] 2019-10-06 16:54:07.893 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@6403e24c
[DEBUG] 2019-10-06 16:54:07.894 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@70228253
[DEBUG] 2019-10-06 16:54:07.898 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@2f5ac102
[DEBUG] 2019-10-06 16:54:07.898 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@2f5ac102
[DEBUG] 2019-10-06 16:54:07.899 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@80bfdc6
[DEBUG] 2019-10-06 16:54:07.899 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@6edcad64
[DEBUG] 2019-10-06 16:54:07.899 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@4c6007fb
[DEBUG] 2019-10-06 16:54:07.899 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@3e33d73e
[DEBUG] 2019-10-06 16:54:07.899 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@6981f8f3
[DEBUG] 2019-10-06 16:54:07.900 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@623dcf2a
[DEBUG] 2019-10-06 16:54:07.900 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@2eae4349
[DEBUG] 2019-10-06 16:54:07.900 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@e84fb85
[DEBUG] 2019-10-06 16:54:07.929 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2019-10-06 16:54:07.930 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2019-10-06 16:54:07.931 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2019-10-06 16:54:07.931 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2019-10-06 16:54:07.932 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2019-10-06 16:54:07.933 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2019-10-06 16:54:07.934 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2019-10-06 16:54:07.936 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2019-10-06 16:54:07.937 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2019-10-06 16:54:07.937 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2019-10-06 16:54:07.937 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2019-10-06 16:54:07.938 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2019-10-06 16:54:07.938 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2019-10-06 16:54:07.939 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[INFO ] 2019-10-06 16:54:07.945 [main] C3P0ConnectionProvider - HHH010002: C3P0 using driver: com.mysql.cj.jdbc.Driver at URL: jdbc:mysql://localhost:3307/dashboard
[INFO ] 2019-10-06 16:54:07.945 [main] C3P0ConnectionProvider - HHH10001001: Connection properties: {password=****, user=root}
[INFO ] 2019-10-06 16:54:07.945 [main] C3P0ConnectionProvider - HHH10001003: Autocommit mode: false
[INFO ] 2019-10-06 16:54:08.078 [main] C3P0ConnectionProvider - HHH10001007: JDBC isolation level: <unknown>
[DEBUG] 2019-10-06 16:54:08.256 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.0.17
      major : 8
      minor : 0
[DEBUG] 2019-10-06 16:54:08.257 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.16 (Revision: 34cbc6bc61f72836e26327537a432d6db7c77de6)
      major : 8
      minor : 0
[DEBUG] 2019-10-06 16:54:08.257 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2019-10-06 16:54:08.288 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
[DEBUG] 2019-10-06 16:54:08.304 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2019-10-06 16:54:08.339 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [MIXED]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2019-10-06 16:54:08.410 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2019-10-06 16:54:08.415 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@34b87182] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@47768e74]
[DEBUG] 2019-10-06 16:54:08.476 [main] AnnotationBinder - Binding entity from annotated class: com.enterprise.dashboard.model.Application
[DEBUG] 2019-10-06 16:54:08.506 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2019-10-06 16:54:08.513 [main] EntityBinder - Import with entity name Applications
[DEBUG] 2019-10-06 16:54:08.517 [main] EntityBinder - Bind entity com.enterprise.dashboard.model.Application on table APPLICATIONS
[DEBUG] 2019-10-06 16:54:08.550 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(APPLICATIONS), mappingColumn=ID, insertable=true, updatable=true, unique=false}
[DEBUG] 2019-10-06 16:54:08.554 [main] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2019-10-06 16:54:08.556 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.enterprise.dashboard.model.Application:id]
[DEBUG] 2019-10-06 16:54:08.559 [main] SimpleValueBinder - building SimpleValue for id
[DEBUG] 2019-10-06 16:54:08.561 [main] PropertyBinder - Building property id
[DEBUG] 2019-10-06 16:54:08.563 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(ID)]), id, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2019-10-06 16:54:08.565 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(APPLICATIONS), mappingColumn=DESCRIPTION, insertable=true, updatable=true, unique=false}
[DEBUG] 2019-10-06 16:54:08.565 [main] PropertyBinder - MetadataSourceProcessor property description with lazy=false
[DEBUG] 2019-10-06 16:54:08.565 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.enterprise.dashboard.model.Application:description]
[DEBUG] 2019-10-06 16:54:08.565 [main] SimpleValueBinder - building SimpleValue for description
[DEBUG] 2019-10-06 16:54:08.565 [main] PropertyBinder - Building property description
[DEBUG] 2019-10-06 16:54:08.567 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='application'}
[DEBUG] 2019-10-06 16:54:08.570 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(APPLICATIONS), mappingColumn=errorDataSet, insertable=true, updatable=true, unique=false}
[DEBUG] 2019-10-06 16:54:08.572 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(APPLICATIONS), mappingColumn=null, insertable=true, updatable=true, unique=false}
[DEBUG] 2019-10-06 16:54:08.579 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(APPLICATIONS), mappingColumn=element, insertable=true, updatable=true, unique=false}
[DEBUG] 2019-10-06 16:54:08.580 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(APPLICATIONS), mappingColumn=errorDataSet_KEY, insertable=true, updatable=true, unique=false}
[DEBUG] 2019-10-06 16:54:08.581 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='errorDataSet_KEY', referencedColumn='null', mappedBy='null'}
[DEBUG] 2019-10-06 16:54:08.582 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='application'}
[DEBUG] 2019-10-06 16:54:08.582 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='application'}
[DEBUG] 2019-10-06 16:54:08.583 [main] CollectionBinder - Collection role: com.enterprise.dashboard.model.Application.errorDataSet
[DEBUG] 2019-10-06 16:54:08.587 [main] PropertyBinder - Building property errorDataSet
[DEBUG] 2019-10-06 16:54:08.587 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(APPLICATIONS), mappingColumn=NAME, insertable=true, updatable=true, unique=false}
[DEBUG] 2019-10-06 16:54:08.588 [main] PropertyBinder - MetadataSourceProcessor property name with lazy=false
